ANM	Sex	groupName	AP	Slice	Name	CCF_ID	tau	new_names
BM6	male	random	279.151560062737	11	Anterior hypothalamic nucleus	88	4.37083625793457	Hypothalamus
BM6	male	random	452.129673587928	3	Anterior olfactory nucleus	159	4.37232351303101	Olfactory areas
BM6	male	random	331.892652592994	9	Anterodorsal preoptic nucleus	72	4.45129013061523	Hypothalamus
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 1	1074	5.88744354248047	Isocortex
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 2/3	905	5.48693895339966	Isocortex
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 4	1114	5.4152684211731	Isocortex
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 5	233	5.20460844039917	Isocortex
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 6a	601	4.77761697769165	Isocortex
BM6	male	random	226.619128444177	14	Anterolateral visual area, layer 6b	649	5.00288867950439	Isocortex
BM6	male	random	304.0920996123	10	Anteromedial nucleus, dorsal part	1096	4.58318901062012	Thalamus
BM6	male	random	304.0920996123	10	Anteromedial nucleus, ventral part	1104	4.5400071144104	Thalamus
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 1	281	5.85528135299683	Isocortex
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 2/3	1066	5.34208583831787	Isocortex
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 4	401	5.37298202514648	Isocortex
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 5	433	5.10985088348389	Isocortex
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 6a	1046	4.66624641418457	Isocortex
BM6	male	random	256.515857089732	12	Anteromedial visual area, layer 6b	441	4.55343341827393	Isocortex
BM6	male	random	304.0920996123	10	Anteroventral nucleus of thalamus	255	4.3995361328125	Thalamus
BM6	male	random	347.645310500689	8	Anteroventral periventricular nucleus	272	4.34599018096924	Hypothalamus
BM6	male	random	331.892652592994	9	Anteroventral preoptic nucleus	263	4.56835746765137	Hypothalamus
BM6	male	random	160.312283344841	17	Area prostriata	484682508	4.47155475616455	Hippocampal formation
BM6	male	random	279.151560062737	11	Basolateral amygdalar nucleus, anterior part	303	4.41537857055664	Cortical subplate
BM6	male	random	256.515857089732	12	Basolateral amygdalar nucleus, posterior part	311	4.63210678100586	Cortical subplate
BM6	male	random	256.515857089732	12	Basolateral amygdalar nucleus, ventral part	451	4.80858325958252	Cortical subplate
BM6	male	random	279.151560062737	11	Basomedial amygdalar nucleus, anterior part	327	4.32373666763306	Cortical subplate
BM6	male	random	256.515857089732	12	Basomedial amygdalar nucleus, posterior part	334	4.44514417648315	Cortical subplate
BM6	male	random	331.892652592994	9	Bed nuclei of the stria terminalis	351	4.35042095184326	Pallidum
BM6	male	random	394.768924652426	6	Caudoputamen	672	4.49836158752441	Striatum
BM6	male	random	279.151560062737	11	Central amygdalar nucleus, capsular part	544	4.34351348876953	Striatum
BM6	male	random	279.151560062737	11	Central amygdalar nucleus, lateral part	551	4.22477674484253	Striatum
BM6	male	random	279.151560062737	11	Central amygdalar nucleus, medial part	559	4.32808494567871	Striatum
BM6	male	random	279.151560062737	11	Central lateral nucleus of the thalamus	575	4.62943887710571	Thalamus
BM6	male	random	279.151560062737	11	Central medial nucleus of the thalamus	599	4.43227386474609	Thalamus
BM6	male	random	135.475430140767	18	Cerebellum	512	4.68616962432861	Cerebellum
BM6	male	random	394.768924652426	6	Claustrum	583	4.32020092010498	Cortical subplate
BM6	male	random	89.7164072137867	20	Copula pyramidis	1033	4.7592887878418	Cerebellum
BM6	male	random	304.0920996123	10	Cortical amygdalar area, anterior part	639	4.28194952011108	Olfactory areas
BM6	male	random	256.515857089732	12	Cortical amygdalar area, posterior part, lateral zone	655	4.66110754013062	Olfactory areas
BM6	male	random	236.294941017239	13	Cortical amygdalar area, posterior part, medial zone	663	4.5869665145874	Olfactory areas
BM6	male	random	394.768924652426	6	Cortical subplate	703	4.62020635604858	Cortical subplate
BM6	male	random	114.920168174696	19	Crus 1	1056	4.84105825424194	Cerebellum
BM6	male	random	89.7164072137867	20	Crus 2	1064	4.88680696487427	Cerebellum
BM6	male	random	68.8813795195704	21	Declive (VI)	936	4.71363258361816	Cerebellum
BM6	male	random	279.151560062737	11	Dentate gyrus, granule cell layer	632	3.58314037322998	Hippocampal formation
BM6	male	random	304.0920996123	10	Dentate gyrus, molecular layer	10703	4.54191255569458	Hippocampal formation
BM6	male	random	279.151560062737	11	Dentate gyrus, polymorph layer	10704	4.40183019638062	Hippocampal formation
BM6	male	random	377.210633484882	7	Diagonal band nucleus	596	4.65700912475586	Pallidum
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 1	527	5.76911640167236	Isocortex
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 2/3	600	5.23855924606323	Isocortex
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 4	678	4.97404050827026	Isocortex
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 5	252	4.963623046875	Isocortex
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 6a	156	4.55343675613403	Isocortex
BM6	male	random	256.515857089732	12	Dorsal auditory area, layer 6b	243	4.51185369491577	Isocortex
BM6	male	random	256.515857089732	12	Dorsal part of the lateral geniculate complex, ipsilateral zone	496345672	4.83550882339478	Thalamus
BM6	male	random	256.515857089732	12	Dorsal part of the lateral geniculate complex, shell	496345664	4.98686790466309	Thalamus
BM6	male	random	402.109544303215	5	Dorsal peduncular area	814	4.53145360946655	Olfactory areas
BM6	male	random	226.619128444177	14	Dorsal premammillary nucleus	980	4.38469219207764	Hypothalamus
BM6	male	random	201.974822475312	15	Dorsal terminal nucleus of the accessory optic tract	75	4.82275390625	Midbrain
BM6	male	random	256.515857089732	12	Dorsomedial nucleus of the hypothalamus	830	4.3611478805542	Hypothalamus
BM6	male	random	256.515857089732	12	Ectorhinal area/Layer 1	836	5.76267719268799	Isocortex
BM6	male	random	256.515857089732	12	Ectorhinal area/Layer 2/3	427	5.20682811737061	Isocortex
BM6	male	random	256.515857089732	12	Ectorhinal area/Layer 5	988	4.81758117675781	Isocortex
BM6	male	random	256.515857089732	12	Ectorhinal area/Layer 6a	977	4.58802032470703	Isocortex
BM6	male	random	256.515857089732	12	Ectorhinal area/Layer 6b	1045	4.72750520706177	Isocortex
BM6	male	random	402.109544303215	5	Endopiriform nucleus, dorsal part	952	4.45011901855469	Cortical subplate
BM6	male	random	304.0920996123	10	Endopiriform nucleus, ventral part	966	4.84265947341919	Cortical subplate
BM6	male	random	256.515857089732	12	Entorhinal area, lateral part, layer 1	1121	5.05495882034302	Hippocampal formation
BM6	male	random	256.515857089732	12	Entorhinal area, lateral part, layer 2	20	4.64053344726562	Hippocampal formation
BM6	male	random	256.515857089732	12	Entorhinal area, lateral part, layer 3	52	4.87829971313477	Hippocampal formation
BM6	male	random	256.515857089732	12	Entorhinal area, lateral part, layer 5	139	4.75527191162109	Hippocampal formation
BM6	male	random	256.515857089732	12	Entorhinal area, lateral part, layer 6a	28	4.43234586715698	Hippocampal formation
BM6	male	random	160.312283344841	17	Entorhinal area, medial part, dorsal zone, layer 1	526	4.83568477630615	Hippocampal formation
BM6	male	random	160.312283344841	17	Entorhinal area, medial part, dorsal zone, layer 2	543	4.60072565078735	Hippocampal formation
BM6	male	random	160.312283344841	17	Entorhinal area, medial part, dorsal zone, layer 3	664	4.69900751113892	Hippocampal formation
BM6	male	random	176.949594419692	16	Entorhinal area, medial part, dorsal zone, layer 5	727	4.07371950149536	Hippocampal formation
BM6	male	random	176.949594419692	16	Entorhinal area, medial part, dorsal zone, layer 6	743	4.21832466125488	Hippocampal formation
BM6	male	random	256.515857089732	12	Ethmoid nucleus of the thalamus	560581551	4.84946584701538	Thalamus
BM6	male	random	256.515857089732	12	Fasciola cinerea	982	4.54409599304199	Hippocampal formation
BM6	male	random	279.151560062737	11	Field CA1	382	5.84299850463867	Hippocampal formation
BM6	male	random	256.515857089732	12	Field CA1, oriens	382001	3.36505031585693	Hippocampal formation
BM6	male	random	256.515857089732	12	Field CA1, pyramidal	382002	2.43653655052185	Hippocampal formation
BM6	male	random	256.515857089732	12	Field CA1, radiatum	382003	4.27758073806763	Hippocampal formation
BM6	male	random	256.515857089732	12	Field CA1, slm	382004	3.91292262077332	Hippocampal formation
BM6	male	random	279.151560062737	11	Field CA2	423	5.30205917358398	Hippocampal formation
BM6	male	random	304.0920996123	10	Field CA3	463	4.56799125671387	Hippocampal formation
BM6	male	random	135.475430140767	18	Flocculus	1049	4.6620774269104	Cerebellum
BM6	male	random	28.8681424551207	23	Folium-tuber vermis (VII)	944	4.75540924072266	Cerebellum
BM6	male	random	484.153290420004	2	Frontal pole, layer 1	68	4.22074604034424	Isocortex
BM6	male	random	452.129673587928	3	Frontal pole, layer 5	526157192	5.03424739837646	Isocortex
BM6	male	random	433.272727922581	4	Frontal pole, layer 6a	526157196	4.59186553955078	Isocortex
BM6	male	random	331.892652592994	9	Fundus of striatum	998	4.47920608520508	Striatum
BM6	male	random	9.60391128833032	24	Gracile nucleus	1039	4.56444358825684	Medulla
BM6	male	random	394.768924652426	6	Gustatory areas, layer 1	36	5.83288764953613	Isocortex
BM6	male	random	394.768924652426	6	Gustatory areas, layer 2/3	180	5.00361824035645	Isocortex
BM6	male	random	394.768924652426	6	Gustatory areas, layer 4	148	4.89297199249268	Isocortex
BM6	male	random	394.768924652426	6	Gustatory areas, layer 5	187	4.67032480239868	Isocortex
BM6	male	random	377.210633484882	7	Gustatory areas, layer 6a	638	4.47124004364014	Isocortex
BM6	male	random	377.210633484882	7	Gustatory areas, layer 6b	662	4.51111793518066	Isocortex
BM6	male	random	279.151560062737	11	Hippocampal formation	1089	4.55860805511475	Hippocampal formation
BM6	male	random	201.974822475312	15	Hippocampo-amygdalar transition area	589508447	4.3382043838501	Hippocampal formation
BM6	male	random	347.645310500689	8	Hypothalamus	1097	4.47882223129272	Hypothalamus
BM6	male	random	377.210633484882	7	Induseum griseum	19	4.79022884368896	Hippocampal formation
BM6	male	random	135.475430140767	18	Inferior colliculus, dorsal nucleus	820	4.23457527160645	Midbrain
BM6	male	random	160.312283344841	17	Inferior colliculus, external nucleus	828	4.44919919967651	Midbrain
BM6	male	random	402.109544303215	5	Infralimbic area, layer 1	707	5.45332145690918	Isocortex
BM6	male	random	402.109544303215	5	Infralimbic area, layer 2/3	556	4.84023141860962	Isocortex
BM6	male	random	402.109544303215	5	Infralimbic area, layer 5	827	4.50397777557373	Isocortex
BM6	male	random	402.109544303215	5	Infralimbic area, layer 6a	1054	4.23751401901245	Isocortex
BM6	male	random	402.109544303215	5	Infralimbic area, layer 6b	1081	4.35361385345459	Isocortex
BM6	male	random	304.0920996123	10	Interanterodorsal nucleus of the thalamus	1113	4.59534692764282	Thalamus
BM6	male	random	279.151560062737	11	Interanteromedial nucleus of the thalamus	1120	4.65915775299072	Thalamus
BM6	male	random	304.0920996123	10	Intercalated amygdalar nucleus	1105	4.35977220535278	Striatum
BM6	male	random	279.151560062737	11	Intermediodorsal nucleus of the thalamus	59	4.45721340179443	Thalamus
BM6	male	random	176.949594419692	16	Interpeduncular nucleus	100	4.43776416778564	Midbrain
BM6	male	random	176.949594419692	16	Interpeduncular nucleus, apical	607344842	4.10663175582886	Midbrain
BM6	male	random	176.949594419692	16	Interpeduncular nucleus, caudal	607344838	4.34306859970093	Midbrain
BM6	male	random	201.974822475312	15	Interpeduncular nucleus, dorsolateral	607344858	4.43441724777222	Midbrain
BM6	male	random	176.949594419692	16	Interpeduncular nucleus, dorsomedial	607344854	3.93768501281738	Midbrain
BM6	male	random	201.974822475312	15	Interpeduncular nucleus, intermediate	607344850	4.31600618362427	Midbrain
BM6	male	random	201.974822475312	15	Interpeduncular nucleus, lateral	607344846	4.52124500274658	Midbrain
BM6	male	random	201.974822475312	15	Interpeduncular nucleus, rostral	607344834	4.72957324981689	Midbrain
BM6	male	random	201.974822475312	15	Interpeduncular nucleus, rostrolateral	607344862	4.70012331008911	Midbrain
BM6	male	random	279.151560062737	11	Lateral amygdalar nucleus	131	4.67797136306763	Cortical subplate
BM6	male	random	279.151560062737	11	Lateral dorsal nucleus of thalamus	155	4.60432577133179	Thalamus
BM6	male	random	256.515857089732	12	Lateral posterior nucleus of the thalamus	218	4.83004903793335	Thalamus
BM6	male	random	347.645310500689	8	Lateral preoptic area	226	4.5931830406189	Hypothalamus
BM6	male	random	347.645310500689	8	Lateral septal nucleus, caudal (caudodorsal) part	250	4.50764226913452	Striatum
BM6	male	random	377.210633484882	7	Lateral septal nucleus, rostral (rostroventral) part	258	4.22641801834106	Striatum
BM6	male	random	377.210633484882	7	Lateral septal nucleus, ventral part	266	4.13837814331055	Striatum
BM6	male	random	201.974822475312	15	Lateral visual area, layer 1	421	5.65521287918091	Isocortex
BM6	male	random	201.974822475312	15	Lateral visual area, layer 2/3	973	5.27734231948853	Isocortex
BM6	male	random	201.974822475312	15	Lateral visual area, layer 4	573	5.15624380111694	Isocortex
BM6	male	random	201.974822475312	15	Lateral visual area, layer 5	613	4.98279428482056	Isocortex
BM6	male	random	201.974822475312	15	Lateral visual area, layer 6a	74	4.57416582107544	Isocortex
BM6	male	random	201.974822475312	15	Lateral visual area, layer 6b	121	4.46869468688965	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 1	312782578	5.57637596130371	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 2/3	312782582	5.21408891677856	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 4	312782586	5.15084075927734	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 5	312782590	5.03608369827271	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 6a	312782594	4.64764928817749	Isocortex
BM6	male	random	201.974822475312	15	Laterointermediate area, layer 6b	312782598	4.45322799682617	Isocortex
BM6	male	random	89.7164072137867	20	Lingula (I)	912	4.53908395767212	Cerebellum
BM6	male	random	114.920168174696	19	Lobule II	976	4.59561681747437	Cerebellum
BM6	male	random	114.920168174696	19	Lobule III	984	4.70711946487427	Cerebellum
BM6	male	random	135.475430140767	18	Lobules IV-V	1091	4.83474779129028	Cerebellum
BM6	male	random	331.892652592994	9	Magnocellular nucleus	298	4.49257707595825	Pallidum
BM6	male	random	506.441157854936	1	Main olfactory bulb	507	3.88130044937134	Olfactory areas
BM6	male	random	279.151560062737	11	Medial amygdalar nucleus	403	4.24169063568115	Striatum
BM6	male	random	226.619128444177	14	Medial geniculate complex, dorsal part	1072	4.83827781677246	Thalamus
BM6	male	random	226.619128444177	14	Medial geniculate complex, medial part	1088	4.77685117721558	Thalamus
BM6	male	random	226.619128444177	14	Medial geniculate complex, ventral part	1079	4.81046485900879	Thalamus
BM6	male	random	201.974822475312	15	Medial mammillary nucleus, dorsal part	606826659	4.26259326934814	Hypothalamus
BM6	male	random	226.619128444177	14	Medial mammillary nucleus, lateral part	606826647	4.4294753074646	Hypothalamus
BM6	male	random	226.619128444177	14	Medial mammillary nucleus, medial part	606826651	4.42870616912842	Hypothalamus
BM6	male	random	226.619128444177	14	Medial mammillary nucleus, median part	732	4.56025886535645	Hypothalamus
BM6	male	random	201.974822475312	15	Medial mammillary nucleus, posterior part	606826655	4.25693559646606	Hypothalamus
BM6	male	random	331.892652592994	9	Medial preoptic area	523	4.42870616912842	Hypothalamus
BM6	male	random	331.892652592994	9	Medial preoptic nucleus	515	4.19674301147461	Hypothalamus
BM6	male	random	226.619128444177	14	Medial pretectal area	531	4.47786617279053	Midbrain
BM6	male	random	377.210633484882	7	Medial septal nucleus	564	4.54345798492432	Pallidum
BM6	male	random	304.0920996123	10	Mediodorsal nucleus of thalamus	362	4.52987432479858	Thalamus
BM6	male	random	135.475430140767	18	Medulla	354	4.91536664962769	Medulla
BM6	male	random	236.294941017239	13	Midbrain	313	4.63515996932983	Midbrain
BM6	male	random	226.619128444177	14	Midbrain reticular nucleus	128	4.63321495056152	Midbrain
BM6	male	random	68.8813795195704	21	Nodulus (X)	968	4.35377502441406	Cerebellum
BM6	male	random	394.768924652426	6	Nucleus accumbens	56	4.22420310974121	Striatum
BM6	male	random	304.0920996123	10	Nucleus of reuniens	181	4.50858449935913	Thalamus
BM6	male	random	176.949594419692	16	Nucleus of the brachium of the inferior colliculus	580	4.80803632736206	Midbrain
BM6	male	random	160.312283344841	17	Nucleus of the lateral lemniscus	612	4.82556962966919	Pons
BM6	male	random	279.151560062737	11	Nucleus of the lateral olfactory tract, layer 3	1139	4.27185869216919	Olfactory areas
BM6	male	random	279.151560062737	11	Nucleus of the lateral olfactory tract, molecular layer	260	4.27167510986328	Olfactory areas
BM6	male	random	279.151560062737	11	Nucleus of the lateral olfactory tract, pyramidal layer	268	3.92947864532471	Olfactory areas
BM6	male	random	68.8813795195704	21	Nucleus of the solitary tract	651	4.42005968093872	Medulla
BM6	male	random	160.312283344841	17	Nucleus sagulum	271	4.46078157424927	Midbrain
BM6	male	random	506.441157854936	1	Olfactory areas	698	4.3563871383667	Olfactory areas
BM6	male	random	394.768924652426	6	Olfactory tubercle	754	4.23851346969604	Striatum
BM6	male	random	484.153290420004	2	Orbital area, lateral part, layer 1	448	5.27900505065918	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, lateral part, layer 2/3	412	4.92048168182373	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, lateral part, layer 5	630	4.56740856170654	Isocortex
BM6	male	random	433.272727922581	4	Orbital area, lateral part, layer 6a	440	4.30455875396729	Isocortex
BM6	male	random	402.109544303215	5	Orbital area, lateral part, layer 6b	488	4.2343225479126	Isocortex
BM6	male	random	484.153290420004	2	Orbital area, medial part, layer 1	484	5.39095735549927	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, medial part, layer 2/3	582	5.02632713317871	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, medial part, layer 5	620	4.63398170471191	Isocortex
BM6	male	random	433.272727922581	4	Orbital area, medial part, layer 6a	910	4.24848318099976	Isocortex
BM6	male	random	402.109544303215	5	Orbital area, medial part, layer 6b	527696977	4.14332962036133	Isocortex
BM6	male	random	484.153290420004	2	Orbital area, ventrolateral part, layer 1	969	4.82854032516479	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, ventrolateral part, layer 2/3	288	5.10297060012817	Isocortex
BM6	male	random	452.129673587928	3	Orbital area, ventrolateral part, layer 5	1125	4.75678014755249	Isocortex
BM6	male	random	433.272727922581	4	Orbital area, ventrolateral part, layer 6a	608	4.35483360290527	Isocortex
BM6	male	random	402.109544303215	5	Orbital area, ventrolateral part, layer 6b	680	4.28655242919922	Isocortex
BM6	male	random	377.210633484882	7	Pallidum	803	4.56973075866699	Pallidum
BM6	male	random	160.312283344841	17	Parabigeminal nucleus	874	4.64882326126099	Midbrain
BM6	male	random	135.475430140767	18	Parabrachial nucleus	867	4.48891401290894	Pons
BM6	male	random	279.151560062737	11	Paracentral nucleus	907	4.39819955825806	Thalamus
BM6	male	random	236.294941017239	13	Parafascicular nucleus	930	4.64383268356323	Thalamus
BM6	male	random	114.920168174696	19	Paraflocculus	1041	4.81029415130615	Cerebellum
BM6	male	random	89.7164072137867	20	Paramedian lobule	1025	4.89988374710083	Cerebellum
BM6	male	random	89.7164072137867	20	Parapyramidal nucleus	1069	4.94174861907959	Medulla
BM6	male	random	331.892652592994	9	Parastrial nucleus	1109	4.39607858657837	Hypothalamus
BM6	male	random	160.312283344841	17	Parasubiculum	843	4.5236930847168	Hippocampal formation
BM6	male	random	236.294941017239	13	Parasubthalamic nucleus	364	4.64849042892456	Hypothalamus
BM6	male	random	304.0920996123	10	Parataenial nucleus	15	4.54580545425415	Thalamus
BM6	male	random	304.0920996123	10	Paraventricular hypothalamic nucleus	38	4.26731204986572	Hypothalamus
BM6	male	random	304.0920996123	10	Paraventricular nucleus of the thalamus	149	4.47190713882446	Thalamus
BM6	male	random	226.619128444177	14	Periaqueductal gray	795	4.46830272674561	Midbrain
BM6	male	random	279.151560062737	11	Perifornical nucleus	576073704	4.47028112411499	Hypothalamus
BM6	male	random	201.974822475312	15	Peripeduncular nucleus	1044	4.8065037727356	Thalamus
BM6	male	random	279.151560062737	11	Perireunensis nucleus	1077	4.41297435760498	Thalamus
BM6	male	random	256.515857089732	12	Perirhinal area, layer 1	540	5.52082109451294	Isocortex
BM6	male	random	256.515857089732	12	Perirhinal area, layer 2/3	888	5.07318305969238	Isocortex
BM6	male	random	256.515857089732	12	Perirhinal area, layer 5	692	5.07884311676025	Isocortex
BM6	male	random	236.294941017239	13	Perirhinal area, layer 6a	335	4.70811176300049	Isocortex
BM6	male	random	201.974822475312	15	Perirhinal area, layer 6b	368	4.78911590576172	Isocortex
BM6	male	random	402.109544303215	5	Piriform area	961	4.43913173675537	Olfactory areas
BM6	male	random	304.0920996123	10	Piriform-amygdalar area	788	4.71366739273071	Olfactory areas
BM6	male	random	176.949594419692	16	Pons	771	4.67109251022339	Pons
BM6	male	random	236.294941017239	13	Posterior amygdalar nucleus	780	4.16873264312744	Cortical subplate
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 1	696	5.56127738952637	Isocortex
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 2/3	643	5.11865425109863	Isocortex
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 4	759	5.11378765106201	Isocortex
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 5	791	5.00629711151123	Isocortex
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 6a	249	4.66841506958008	Isocortex
BM6	male	random	226.619128444177	14	Posterior auditory area, layer 6b	456	4.87915945053101	Isocortex
BM6	male	random	279.151560062737	11	Posterior complex of the thalamus	1020	4.71509552001953	Thalamus
BM6	male	random	236.294941017239	13	Posterior hypothalamic nucleus	946	4.55729484558105	Hypothalamus
BM6	male	random	201.974822475312	15	Posterior intralaminar thalamic nucleus	560581563	4.69014930725098	Thalamus
BM6	male	random	236.294941017239	13	Posterior limiting nucleus of the thalamus	1029	4.78266382217407	Thalamus
BM6	male	random	135.475430140767	18	Posterolateral visual area, layer 1	750	5.13483619689941	Isocortex
BM6	male	random	135.475430140767	18	Posterolateral visual area, layer 2/3	269	4.83147048950195	Isocortex
BM6	male	random	160.312283344841	17	Posterolateral visual area, layer 4	869	4.85603761672974	Isocortex
BM6	male	random	160.312283344841	17	Posterolateral visual area, layer 5	902	4.62587928771973	Isocortex
BM6	male	random	160.312283344841	17	Posterolateral visual area, layer 6a	377	4.27261018753052	Isocortex
BM6	male	random	160.312283344841	17	Posterolateral visual area, layer 6b	393	4.30916023254395	Isocortex
BM6	male	random	201.974822475312	15	Postpiriform transition area	566	4.92767858505249	Olfactory areas
BM6	male	random	160.312283344841	17	Postrhinal area, layer 1	312782632	5.53318071365356	Isocortex
BM6	male	random	176.949594419692	16	Postrhinal area, layer 2/3	312782636	4.97201442718506	Isocortex
BM6	male	random	176.949594419692	16	Postrhinal area, layer 4	312782640	5.00084209442139	Isocortex
BM6	male	random	176.949594419692	16	Postrhinal area, layer 5	312782644	4.64242506027222	Isocortex
BM6	male	random	176.949594419692	16	Postrhinal area, layer 6a	312782648	4.36006832122803	Isocortex
BM6	male	random	176.949594419692	16	Postrhinal area, layer 6b	312782652	4.5930233001709	Isocortex
BM6	male	random	201.974822475312	15	Postsubiculum	1037	4.57562255859375	Hippocampal formation
BM6	male	random	236.294941017239	13	Precommissural nucleus	50	4.67321109771729	Midbrain
BM6	male	random	452.129673587928	3	Prelimbic area, layer 1	171	5.58557891845703	Isocortex
BM6	male	random	452.129673587928	3	Prelimbic area, layer 2/3	304	4.93401622772217	Isocortex
BM6	male	random	452.129673587928	3	Prelimbic area, layer 5	363	4.66178846359253	Isocortex
BM6	male	random	433.272727922581	4	Prelimbic area, layer 6a	84	4.23305416107178	Isocortex
BM6	male	random	402.109544303215	5	Prelimbic area, layer 6b	132	4.39640855789185	Isocortex
BM6	male	random	176.949594419692	16	Presubiculum	1084	4.47511148452759	Hippocampal formation
